"","genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"13903","Birc6",3837.49851501175,-0.318114967905196,0.0503878032351724,-6.31333274087134,2.7308945264138e-10,2.26533511379911e-08
"13904","4933409K07Rik (2)",425.224090374926,-0.318118993082925,0.107171311253157,-2.9683222997195,0.0029943018063609,0.0175365824545726
"13905","Glg1",3185.7197680171,-0.318499930988596,0.0621717387951794,-5.12290531294086,3.00863454351944e-07,9.19597439517658e-06
"13906","Ccdc103",39.8068434861464,-0.318527020129112,0.188416127000232,-1.69055072514424,0.0909226424586637,0.225141093861998
"13907","Ttc14",3830.16928560942,-0.318665373769016,0.0927833874777578,-3.43450893992642,0.000593628490592687,0.00491904161041071
"13908","Dnajc16",1522.79365201451,-0.318767475532857,0.0616323265624677,-5.17208246568087,2.31499367778271e-07,7.49010921266003e-06
"13909","Frem2",63.5421126253358,-0.318795875964201,0.197962431081438,-1.61038573946919,0.1073136718391,0.252820980966354
"13910","Trpc1",696.859882779125,-0.318855306993937,0.0665558019218065,-4.79079656148604,1.66120493394681e-06,3.9252259007425e-05
"13911","Csf2ra",135.107963710332,-0.319017586914803,0.148132626868504,-2.15359434081995,0.0312719984689625,0.103618584685788
"13912","Numa1",2010.01109239066,-0.319128286248482,0.063987315947161,-4.98736791072795,6.12074392882625e-07,1.67168128844213e-05
"13913","Smyd5",568.142182357015,-0.319401283090909,0.088561313174449,-3.60655540937778,0.000310288624971077,0.00290904106037478
"13914","Tnfsf10",47.4881306388437,-0.319444833123599,0.188482073752532,-1.69482872701738,0.0901079162286031,0.223882295155776
"13915","AI115009",55.2736883207276,-0.319653716116388,0.200647455222424,-1.59311123962196,0.111135238342548,0.25883423565592
"13916","Bin2",55.1350032710639,-0.319670114690484,0.150649188419808,-2.12195046016226,0.0338418983814164,0.109722329575507
"13917","Trpm4",104.526357267473,-0.319780356298026,0.132218331095285,-2.41857807195865,0.0155813015413636,0.0619557362410927
"13918","Scaper",853.737069003517,-0.319823939549551,0.0785023821603098,-4.07406668114145,4.61992443355442e-05,0.000628688669644687
"13919","Add2",13353.3640287388,-0.3199269737303,0.106378648748291,-3.00743596101977,0.00263461627770633,0.0158759045018664
"13920","Zbtb16",1342.76915296772,-0.319966696248923,0.145168695849748,-2.20410257442895,0.0275171311494302,0.0940249036536732
"13921","Pak6",1451.45895677207,-0.320234737135007,0.0615722170333264,-5.20096161165803,1.98260053201608e-07,6.54137580994743e-06
"13922","4930431F12Rik",3.22836285090561,-0.320289004675408,0.653900745169375,-0.489812876100096,0.624266318405941,0.783977551581628
"13923","Bptf",3014.55281059305,-0.320323476899516,0.0631437183187425,-5.07292705321151,3.91742700086747e-07,1.14191166501922e-05
"13924","Pnma2",1478.75502999308,-0.320513048578752,0.10098608707948,-3.17383372153528,0.00150439847551323,0.010303510858862
"13925","Zfp648",2.77361531402178,-0.320624813625601,0.691841567845397,-0.463436758540143,0.64305133570206,0.797013981469392
